"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Cutscene/Lvl2/End_Cutscene_Images__Storyboard_/image_3_Mat.image_3_Mat","0","14","16","1","0.000000","0","16"
"/Game/Cutscene/Lvl2/End_Cutscene_Images__Storyboard_/image_2_Mat.image_2_Mat","0","14","16","1","0.000000","0","16"
"/Game/Materials/Textures/M_Sandfloor.M_Sandfloor","0","3","3","1","0.000000","11","3"
"/Game/Cutscene/Lvl3/End_Cutscene_Images__Storyboard_/image_Mat.image_Mat","0","14","16","1","0.000000","0","16"
"/Game/Cutscene/Lvl3/End_Cutscene_Images__Storyboard_/image_3_Mat.image_3_Mat","0","14","16","1","0.000000","0","16"
"/Engine/EditorLandscapeResources/MaskBrushMaterial.MaskBrushMaterial","0","5","5","1","0.000000","1","5"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","14","14","1","0.000000","0","14"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","50","56","3","0.000000","0","56"
"/Game/Cutscene/Lvl3/End_Cutscene_Images__Storyboard_/image_2_Mat.image_2_Mat","0","14","16","1","0.000000","0","16"
"/Game/Cutscene/Lvl4/End_Cutscene_Images__Storyboard_/image_Mat.image_Mat","0","14","16","1","0.000000","0","16"
"/Game/Cutscene/Lvl4/End_Cutscene_Images__Storyboard_/image_4_Mat.image_4_Mat","0","14","16","1","0.000000","0","16"
"/Game/Cutscene/Lvl4/End_Cutscene_Images__Storyboard_/image_3_Mat.image_3_Mat","0","14","16","1","0.000000","0","16"
"/Game/Cutscene/Lvl4/End_Cutscene_Images__Storyboard_/image_2_Mat.image_2_Mat","0","14","16","1","0.000000","0","16"
"/Engine/EditorLandscapeResources/SelectBrushMaterial.SelectBrushMaterial","0","10","10","2","0.000000","0","10"
"/Game/Vefects/Free_Fire/Shared/Materials/M_VFX_HeatDistortion.M_VFX_HeatDistortion","0","14","14","1","0.000000","0","14"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","2","2","1","0.000000","0","2"
"/Game/Cutscene/Lvl1/End_Cutscene_Images_Storyboard/image_Mat.image_Mat","0","14","16","1","0.000000","0","16"
"/Game/Cutscene/Lvl1/End_Cutscene_Images_Storyboard/image_4_Mat.image_4_Mat","0","14","16","1","0.000000","0","16"
"/Game/Cutscene/Lvl1/End_Cutscene_Images_Storyboard/image_3_Mat.image_3_Mat","0","14","16","1","0.000000","0","16"
"/Game/Cutscene/Lvl1/End_Cutscene_Images_Storyboard/image_2_Mat.image_2_Mat","0","3","3","1","0.000000","0","3"
"/Game/Models/Miles/Texture/Pillers/SandsofSetPillar_1_initialShadingGroup_Metallic_Mat.SandsofSetPillar_1_initialShadingGroup_Metallic_Mat","0","3","3","1","0.000000","0","3"
"/Game/Models/Miles/Texture/Alters/M_Alter.M_Alter","0","4","5","1","0.000000","0","5"
"/Game/Models/Miles/Texture/DoorFrames/M_DoorFrame1.M_DoorFrame1","0","3","3","1","0.000000","0","3"
"/Game/Materials/M_CamIgnore.M_CamIgnore","0","14","16","1","0.000000","0","16"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","2","2","1","0.000000","0","2"
"/Game/Materials/mat_SpriteParticle.mat_SpriteParticle","0","16","16","1","0.000000","0","16"
"/ControlRig/M_Manip.M_Manip","0","8","9","1","0.000000","0","9"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","8","9","1","0.000000","0","9"
"/Game/Materials/Temp_Water.Temp_Water","0","6","6","1","0.000000","0","6"
"/Engine/EditorLandscapeResources/LayerVisMaterial.LayerVisMaterial","0","2","2","1","0.000000","0","2"
"/Engine/EditorLandscapeResources/ColorMaskBrushMaterial.ColorMaskBrushMaterial","0","5","5","1","0.000000","0","5"
"/Engine/EditorLandscapeResources/LandscapeDirtyMaterial.LandscapeDirtyMaterial","0","5","5","1","0.000000","0","5"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","14","14","1","0.000000","0","14"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","6","6","1","0.000000","0","6"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","9","9","1","0.000000","0","9"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","6","6","1","0.000000","0","6"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","6","6","1","0.000000","0","6"
"/Game/LevelPrototyping/Materials/M_FlatCol.M_FlatCol","0","9","9","1","0.000000","0","9"
"/Game/Materials/M_TempFloor.M_TempFloor","0","3","3","1","0.000000","0","3"
"/Game/Models/Miles/initialShadingGroup.initialShadingGroup","0","3","3","1","0.000000","0","3"
"/Game/Lasers(LIghtPuzzle)/Materials/M_BaseColor.M_BaseColor","0","3","3","1","0.000000","0","3"
"/Game/Lasers(LIghtPuzzle)/Materials/M_BaseColor2.M_BaseColor2","0","3","3","1","0.000000","0","3"
"/Game/Materials/Temp_Green.Temp_Green","0","3","3","1","0.000000","0","3"
"/Game/Materials/Temp_Red.Temp_Red","0","3","3","1","0.000000","0","3"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","14","16","1","0.000000","0","16"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","609","632","1","0.000000","0","632"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","24","24","1","0.000000","0","24"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","25","25","1","0.000000","0","25"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","75","75","1","0.000000","0","75"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","31","31","1","0.000000","0","31"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","5","5","1","0.000000","0","5"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","57","63","1","0.000000","0","63"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","8","9","1","0.000000","0","9"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","9","9","1","0.000000","0","9"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","0","6","6","1","0.000000","0","6"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","0","6","7","1","0.000000","0","7"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.SculptMaterial","0","6","7","1","0.000000","0","7"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","12","14","1","0.000000","0","14"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","2","2","1","0.000000","0","2"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","7","7","1","0.000000","0","7"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","5","6","1","0.000000","0","6"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","5","5","1","0.000000","0","5"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","5","5","1","0.000000","0","5"
"/Game/Models/Miles/2ndWave/openPBR_shader30.openPBR_shader30","0","3","3","1","0.000000","0","3"
"/Game/Materials/M_Gold.M_Gold","0","3","3","1","0.000000","0","3"
"/Game/Materials/NewMaterial.NewMaterial","0","3","3","1","0.000000","0","3"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","2","2","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","5","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","5","5","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","5","6","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","2","2","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","37","0","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","5","0","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","3","3","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","6","0","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","10","0","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","33","36","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","57","63","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","33","0","1","0.000000","0","0"
"/CameraCalibrationCore/Materials/M_DefaultOddSquare.M_DefaultOddSquare","0","4","0","1","0.000000","0","0"
"/CameraCalibrationCore/Materials/M_DefaultEvenSquare.M_DefaultEvenSquare","0","4","0","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","5","0","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","5","0","1","0.000000","0","0"
"/Game/Materials/Textures/M_Sandfloor.M_Sandfloor","49","25","13","1","29.256054","0","25"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","0","48","1","0.000000","0","0"
"/Game/LevelOnePuzzles/PaintingPuzzle/Puzzles/Placeholders/M_ImagePlaceHolder.M_ImagePlaceHolder","49","0","13","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","0","48","1","0.000000","0","0"
"/Game/LevelChange/M_WhiteGlow.M_WhiteGlow","49","0","13","1","0.000000","0","0"
"/Game/Models/Miles/2ndWave/openPBR_shader35.openPBR_shader35","49","0","13","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","0","13","1","0.000000","0","13"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","0","184","6","0.000000","0","0"
"/Game/Models/Miles/2ndWave/openPBR_shader29.openPBR_shader29","49","0","13","1","0.000000","0","0"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","0","168","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_Default.M_Default","49","0","184","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","0","264","6","0.000000","0","0"
"/Game/Vefects/Free_Fire/Shared/Materials/M_VFX_Erosion.M_VFX_Erosion","49","0","42","2","0.000000","0","54"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","0","86","6","0.000000","0","10"
"/Engine/EditorLandscapeResources/LandscapeLayerUsageMaterial.LandscapeLayerUsageMaterial","49","0","7","1","0.000000","0","0"
"/Game/Models/Miles/Texture/Pillers/M_Pillar1.M_Pillar1","49","0","13","1","0.000000","0","0"
"/Game/Models/Miles/2ndWave/Materials/JumpingPlatform2/JP2.JP2","49","0","13","1","0.000000","0","0"
"/Game/LevelOnePuzzles/PressurePlate/openPBR_shader31.openPBR_shader31","49","0","13","1","0.000000","0","0"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","0","54","2","0.000000","0","0"
"/Game/Models/Miles/2ndWave/openPBR_shader28.openPBR_shader28","49","0","13","1","0.000000","0","0"
"/Game/Models/Miles/2ndWave/Materials/WallTorch/WallT.WallT","49","0","13","1","0.000000","0","0"
"/Game/Models/Miles/2ndWave/Materials/JumpingPlatform1/JP1.JP1","49","0","13","1","0.000000","0","0"
"/Game/Materials/Textures/Sandfloor_Mat.Sandfloor_Mat","49","0","13","1","0.000000","0","0"
"/Game/Models/Miles/2ndWave/Materials/MortarANDPestle/MAP.MAP","49","0","13","1","0.000000","0","0"
"/Game/Models/Miles/Texture/Wall/M_Wall3.M_Wall3","49","0","13","1","0.000000","0","0"
"/Game/Models/Miles/Texture/Wall/M_Wall2.M_Wall2","49","0","13","1","0.000000","0","0"
"/Game/Models/Miles/2ndWave/Materials/Stool/Stool.Stool","49","0","13","1","0.000000","0","0"
"/Engine/EditorShellMaterials/M_ShellMaster.M_ShellMaster","49","0","16","2","0.000000","0","0"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","49","0","25","1","0.000000","0","488"
"/Game/Models/Miles/2ndWave/openPBR_shader31.openPBR_shader31","49","0","13","1","0.000000","0","0"
"/Game/Models/Miles/Texture/Anker/M_Anhk.M_Anhk","49","0","13","1","0.000000","0","0"
"/Game/Models/Miles/2ndWave/Materials/Vase3/Vase3.Vase3","49","0","13","1","0.000000","0","0"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","0","168","6","0.000000","0","0"
"/Game/Models/Miles/2ndWave/Materials/Scroll1/Scroll1.Scroll1","49","0","13","1","0.000000","0","0"
"/Game/Models/Miles/2ndWave/Materials/Vase1/Vase1.Vase1","49","0","13","1","0.000000","0","0"
"/Game/Models/Miles/2ndWave/Materials/Table/Table.Table","49","0","13","1","0.000000","0","0"
"/Game/Models/Miles/2ndWave/Materials/Chair/Chair.Chair","49","0","13","1","0.000000","0","0"
"/Game/Models/Miles/2ndWave/Textures2ndwave/CanopicJar/SandsOfSetCanopicJarFinal_openPBR_shader9_BaseColor_Mat.SandsOfSetCanopicJarFinal_openPBR_shader9_BaseColor_Mat","49","0","13","1","0.000000","0","0"
"/Game/Models/Miles/2ndWave/Materials/Vase2/Vase2.Vase2","49","0","13","1","0.000000","0","0"
"/Game/Models/Miles/2ndWave/Materials/Scroll2/Scroll2.Scroll2","49","0","13","1","0.000000","0","0"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","49","0","42","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","0","93","1","0.000000","0","0"
"/Game/Models/Miles/Texture/Pillers/M_Pillar2.M_Pillar2","49","0","13","1","0.000000","0","0"
"/Game/Models/Miles/Texture/Pillers/SandsofSetPillar_2_initialShadingGroup_BaseColor_Mat.SandsofSetPillar_2_initialShadingGroup_BaseColor_Mat","49","0","13","1","0.000000","0","0"
"/Game/Models/Miles/Texture/Wall/M_Wall1.M_Wall1","49","0","13","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","0","22","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","86","3","0.000000","0","0"
"/Engine/EditorLandscapeResources/MaskBrushMaterial.MaskBrushMaterial","49","0","10","1","0.000000","0","0"
"/Game/Vefects/Free_Fire/Shared/Materials/M_VFX_HeatDistortion.M_VFX_HeatDistortion","49","0","26","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SelectBrushMaterial.SelectBrushMaterial","49","0","20","2","0.000000","0","0"
"/Game/Models/Miles/Texture/DoorFrames/M_DoorFrame1.M_DoorFrame1","49","0","13","1","0.000000","0","0"
"/Game/Materials/M_CamIgnore.M_CamIgnore","49","0","69","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","0","7","1","0.000000","0","0"
"/Game/Cutscene/Lvl1/End_Cutscene_Images_Storyboard/image_Mat.image_Mat","49","0","24","1","0.000000","0","0"
"/Game/Cutscene/Lvl1/End_Cutscene_Images_Storyboard/image_4_Mat.image_4_Mat","49","0","24","1","0.000000","0","0"
"/Game/Cutscene/Lvl1/End_Cutscene_Images_Storyboard/image_3_Mat.image_3_Mat","49","0","24","1","0.000000","0","0"
"/Game/Cutscene/Lvl1/End_Cutscene_Images_Storyboard/image_2_Mat.image_2_Mat","49","0","8","1","0.000000","0","0"
"/Game/Models/Miles/Texture/Pillers/SandsofSetPillar_1_initialShadingGroup_Metallic_Mat.SandsofSetPillar_1_initialShadingGroup_Metallic_Mat","49","0","13","1","0.000000","0","0"
"/Game/Models/Miles/Texture/Alters/M_Alter.M_Alter","49","0","15","1","0.000000","0","0"
"/Game/Cutscene/Lvl2/End_Cutscene_Images__Storyboard_/image_4_Mat.image_4_Mat","49","0","24","1","0.000000","0","0"
"/Game/Cutscene/Lvl2/End_Cutscene_Images__Storyboard_/image_3_Mat.image_3_Mat","49","0","24","1","0.000000","0","0"
"/Game/Cutscene/Lvl2/End_Cutscene_Images__Storyboard_/image_Mat.image_Mat","49","0","24","1","0.000000","0","0"
"/Game/Cutscene/Lvl2/End_Cutscene_Images__Storyboard_/image_2_Mat.image_2_Mat","49","0","24","1","0.000000","0","0"
"/Game/Cutscene/Lvl3/End_Cutscene_Images__Storyboard_/image_Mat.image_Mat","49","0","24","1","0.000000","0","0"
"/Game/Cutscene/Lvl3/End_Cutscene_Images__Storyboard_/image_3_Mat.image_3_Mat","49","0","24","1","0.000000","0","0"
"/Game/Cutscene/Lvl4/End_Cutscene_Images__Storyboard_/image_3_Mat.image_3_Mat","49","0","24","1","0.000000","0","0"
"/Game/Cutscene/Lvl4/End_Cutscene_Images__Storyboard_/image_2_Mat.image_2_Mat","49","0","24","1","0.000000","0","0"
"/Game/Cutscene/Lvl3/End_Cutscene_Images__Storyboard_/image_2_Mat.image_2_Mat","49","0","24","1","0.000000","0","0"
"/Game/Cutscene/Lvl4/End_Cutscene_Images__Storyboard_/image_Mat.image_Mat","49","0","24","1","0.000000","0","0"
"/Game/Cutscene/Lvl4/End_Cutscene_Images__Storyboard_/image_4_Mat.image_4_Mat","49","0","24","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_FlatCol.M_FlatCol","49","0","22","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","0","7","1","0.000000","0","0"
"/Game/Materials/mat_SpriteParticle.mat_SpriteParticle","49","0","24","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","14","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/ColorMaskBrushMaterial.ColorMaskBrushMaterial","49","0","10","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/LandscapeDirtyMaterial.LandscapeDirtyMaterial","49","0","10","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/LayerVisMaterial.LayerVisMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","21","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","16","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","22","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","16","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","16","1","0.000000","0","0"
"/Game/Lasers(LIghtPuzzle)/Materials/M_BaseColor.M_BaseColor","49","0","13","1","0.000000","0","0"
"/Game/Lasers(LIghtPuzzle)/Materials/M_BaseColor2.M_BaseColor2","49","0","13","1","0.000000","0","0"
"/Game/Materials/Temp_Green.Temp_Green","49","0","13","1","0.000000","0","0"
"/Game/Materials/Temp_Red.Temp_Red","49","0","13","1","0.000000","0","0"
"/Game/Materials/Temp_Water.Temp_Water","49","0","19","1","0.000000","0","0"
"/Game/Materials/M_TempFloor.M_TempFloor","49","0","13","1","0.000000","0","0"
"/Game/Models/Miles/initialShadingGroup.initialShadingGroup","49","0","13","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","0","24","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","0","45","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","0","1840","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","80","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","32","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","6","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","0","79","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","14","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","27","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","0","11","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","49","0","12","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.SculptMaterial","49","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","21","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","11","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","7","1","0.000000","0","0"
